Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,Fence,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
434,60,RL,100,11000,Pave,IR1,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,2000,11000,Gable,CompShg,VinylSd,VinylSd,None,0,TA,TA,PConc,Gd,TA,No,Unf,11000,Unf,11000,100,100,GasA,Ex,Y,SBrkr,1000,700,11000,11000,0,0,2,1,3,1,TA,7,Typ,1,TA,Attchd,2000,Fin,2,11000,TA,TA,Y,11000,100,11000,11000,11000,11000,,0,7,2008,WD,Normal,181000
436,60,RL,50,11000,Pave,IR2,Lvl,AllPub,CulDSac,Gtl,CollgCr,PosN,Norm,1Fam,2Story,7,6,2000,11000,Gable,CompShg,VinylSd,VinylSd,None,0,Gd,TA,PConc,Gd,TA,Av,GLQ,11000,ALQ,11000,100,100,GasA,Ex,Y,SBrkr,900,900,11000,11000,1,0,2,1,3,1,Gd,6,Typ,1,TA,Attchd,2000,RFn,2,11000,TA,TA,Y,11000,100,11000,11000,11000,11000,,0,4,2009,ConLw,Normal,212000
438,45,RM,50,6000,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Unf,6,7,1930,6000,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,Gd,TA,PConc,TA,TA,No,Unf,6000,Unf,6000,100,100,GasA,Gd,Y,SBrkr,1000,0,6000,6000,0,0,1,0,2,1,TA,4,Typ,0,,Detchd,1930,Unf,1,6000,TA,TA,Y,6000,100,6000,6000,6000,6000,,0,1,2009,WD,Normal,119000
439,30,RL,40,5000,Pave,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1Story,5,6,1920,5000,Gable,CompShg,WdShing,Stucco,None,0,TA,TA,PConc,TA,TA,No,LwQ,5000,Unf,5000,100,100,GasA,TA,N,SBrkr,700,0,5000,5000,0,0,1,0,2,1,Gd,4,Typ,1,Gd,Detchd,1990,Unf,1,5000,Gd,TA,P,5000,100,5000,5000,5000,5000,MnPrv,0,3,2007,WD,Normal,90350
440,50,RL,70,13000,Pave,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,6,8,1920,13000,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,TA,TA,BrkTil,TA,Fa,Mn,Unf,13000,Unf,13000,100,100,GasA,Gd,Y,SBrkr,700,600,13000,13000,0,0,1,0,3,1,Gd,7,Typ,0,,Detchd,2010,Unf,2,13000,TA,TA,Y,13000,100,13000,13000,13000,13000,GdPrv,800,8,2009,ConLI,Normal,110000
442,90,RL,100,13000,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,Duplex,1Story,4,4,1960,13000,Gable,CompShg,VinylSd,VinylSd,BrkFace,300,TA,TA,CBlock,TA,TA,No,ALQ,13000,Unf,13000,100,100,GasA,TA,N,FuseF,1500,0,13000,13000,0,0,2,0,4,2,Fa,8,Typ,0,,,,,0,13000,,,Y,13000,100,13000,13000,13000,13000,,0,9,2008,WD,Normal,118000
443,50,RM,60,7000,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,5,7,1930,7000,Gable,CompShg,MetalSd,MetalSd,None,0,TA,TA,PConc,TA,TA,No,Unf,7000,Unf,7000,100,100,GasA,TA,Y,SBrkr,1200,500,7000,7000,0,0,2,0,3,1,TA,8,Typ,1,Gd,Detchd,1930,Unf,2,7000,TA,TA,P,7000,100,7000,7000,7000,7000,,0,6,2008,WD,Normal,162900
444,120,RL,60,4000,Pave,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,7,5,2010,4000,Gable,CompShg,WdShing,Wd Shng,BrkFace,100,Gd,TA,PConc,Ex,TA,Av,Unf,4000,Unf,4000,100,100,GasA,Ex,Y,SBrkr,1300,0,4000,4000,0,0,2,0,2,1,Gd,6,Typ,1,Gd,Attchd,2010,Fin,3,4000,TA,TA,Y,4000,100,4000,4000,4000,4000,,0,6,2007,New,Partial,172500
445,60,RL,70,9000,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2000,9000,Gable,CompShg,VinylSd,VinylSd,None,0,Gd,Gd,PConc,Gd,TA,No,GLQ,9000,Unf,9000,100,100,GasA,Ex,Y,SBrkr,1000,1000,9000,9000,1,0,2,1,4,1,Gd,8,Typ,1,TA,Attchd,2000,Unf,2,9000,TA,TA,Y,9000,100,9000,9000,9000,9000,,0,7,2008,WD,Normal,210000
446,20,RL,80,10000,Pave,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,1Story,6,5,1960,10000,Hip,CompShg,Wd Sdng,Wd Sdng,None,0,TA,TA,CBlock,TA,TA,No,Unf,10000,Unf,10000,100,100,GasA,Fa,Y,SBrkr,1700,0,10000,10000,0,0,1,0,3,1,TA,7,Typ,1,Gd,Attchd,1960,Unf,2,10000,TA,TA,Y,10000,100,10000,10000,10000,10000,MnPrv,0,11,2009,COD,Normal,127500
66,60,RL,80,10000,Pave,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,8,5,2010,10000,Gable,CompShg,VinylSd,VinylSd,BrkFace,400,Gd,TA,PConc,Ex,TA,Av,Unf,10000,Unf,10000,100,100,GasA,Ex,Y,SBrkr,1200,1400,10000,10000,0,0,2,1,4,1,Gd,9,Typ,1,Gd,BuiltIn,2010,RFn,3,10000,TA,TA,Y,10000,100,10000,10000,10000,10000,,0,10,2007,WD,Normal,317000
448,60,RL,,12000,Pave,IR1,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,2000,12000,Gable,CompShg,VinylSd,VinylSd,None,0,Gd,TA,PConc,Gd,TA,No,Unf,12000,Unf,12000,,,GasA,Gd,Y,SBrkr,1000,1000,12000,12000,0,0,2,1,4,1,Gd,10,Typ,1,TA,Attchd,2000,Fin,2,12000,TA,TA,Y,12000,,12000,12000,12000,12000,,0,7,2006,WD,Normal,199900
458,20,RL,,54000,Pave,IR1,Low,AllPub,CulDSac,Mod,ClearCr,Norm,Norm,1Fam,1Story,4,6,1960,54000,Flat,Tar&Grv,Plywood,Plywood,None,0,TA,TA,CBlock,Gd,TA,Gd,BLQ,54000,Unf,54000,,,GasA,Ex,Y,SBrkr,1700,0,54000,54000,1,0,1,0,2,1,Gd,6,Min1,2,Gd,Attchd,1960,Fin,2,54000,TA,TA,Y,54000,,54000,54000,54000,54000,,0,3,2008,WD,Normal,256000
459,70,RM,,6000,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,8,7,1930,6000,Hip,CompShg,Stucco,Wd Shng,None,0,TA,Gd,PConc,TA,TA,No,Unf,6000,Unf,6000,,,GasA,Fa,Y,SBrkr,900,900,6000,6000,0,0,1,0,3,1,Gd,7,Typ,1,Gd,Detchd,1930,Unf,1,6000,TA,TA,Y,6000,,6000,6000,6000,6000,MnPrv,0,6,2008,WD,Normal,161000
460,50,RL,,8000,Pave,IR1,Bnk,AllPub,Corner,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,5,4,1950,8000,Gable,CompShg,MetalSd,MetalSd,BrkCmn,200,TA,TA,CBlock,TA,TA,No,LwQ,8000,Unf,8000,,,GasA,TA,Y,SBrkr,1000,300,8000,8000,1,0,1,0,3,1,Gd,5,Typ,1,TA,Detchd,1950,Unf,1,8000,TA,TA,Y,8000,,8000,8000,8000,8000,,0,7,2009,WD,Normal,110000
461,60,FV,80,9000,Pave,IR1,Lvl,AllPub,Inside,Gtl,Somerst,RRAn,Norm,1Fam,2Story,8,5,2010,9000,Gable,CompShg,VinylSd,VinylSd,Stone,200,Gd,TA,PConc,Gd,TA,No,GLQ,9000,Unf,9000,100,100,GasA,Ex,Y,SBrkr,900,1200,9000,9000,1,0,2,1,3,1,TA,8,Typ,0,,BuiltIn,2010,Fin,2,9000,TA,TA,Y,9000,100,9000,9000,9000,9000,,0,12,2009,New,Partial,263435
462,70,RL,60,8000,Pave,Reg,Lvl,AllPub,Inside,Gtl,SWISU,Feedr,Norm,1Fam,2Story,7,9,1940,8000,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,Gd,Gd,PConc,Gd,Gd,No,ALQ,8000,BLQ,8000,100,100,GasA,Ex,Y,SBrkr,600,600,8000,8000,1,0,1,0,3,1,Gd,6,Typ,0,,Detchd,1980,RFn,2,8000,TA,TA,Y,8000,100,8000,8000,8000,8000,MnPrv,0,4,2009,WD,Normal,155000
463,20,RL,60,9000,Pave,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,5,1970,9000,Gable,CompShg,MetalSd,MetalSd,None,0,TA,TA,CBlock,TA,TA,No,Rec,9000,BLQ,9000,100,100,GasA,Gd,Y,SBrkr,900,0,9000,9000,0,0,1,0,3,1,TA,5,Typ,1,Po,Detchd,1970,Unf,1,9000,TA,TA,Y,9000,100,9000,9000,9000,9000,GdWo,0,12,2009,WD,Normal,62383
464,70,RL,80,12000,Pave,IR1,HLS,AllPub,Inside,Mod,Crawfor,Norm,Norm,1Fam,2Story,6,7,1940,12000,Hip,CompShg,Stucco,Stucco,None,0,TA,TA,CBlock,TA,TA,No,LwQ,12000,Unf,12000,100,100,GasA,Fa,Y,FuseA,900,900,12000,12000,0,0,1,1,3,1,TA,6,Typ,1,Gd,Detchd,1940,Unf,1,12000,TA,TA,Y,12000,100,12000,12000,12000,12000,,0,8,2008,WD,Normal,188700
465,20,RL,60,9000,Pave,Reg,HLS,AllPub,Inside,Mod,CollgCr,Norm,Norm,1Fam,1Story,5,5,1980,9000,Gable,CompShg,HdBoard,HdBoard,BrkFace,200,TA,TA,CBlock,Gd,TA,No,Rec,9000,Unf,9000,100,100,GasA,TA,Y,SBrkr,1100,0,9000,9000,0,0,2,0,3,1,TA,5,Typ,0,,,,,0,9000,,,Y,9000,100,9000,9000,9000,9000,,0,8,2009,WD,Normal,124000
466,120,RM,,4000,Pave,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,7,5,2010,4000,Hip,CompShg,VinylSd,VinylSd,BrkFace,100,Gd,TA,PConc,Gd,TA,No,Unf,4000,Unf,4000,,,GasA,Ex,Y,SBrkr,1500,0,4000,4000,0,0,2,0,2,1,Gd,6,Typ,1,TA,Attchd,2010,Fin,2,4000,TA,TA,Y,4000,,4000,4000,4000,4000,,0,5,2006,WD,Normal,178740
470,60,RL,80,10000,Pave,IR1,Lvl,AllPub,Corner,Gtl,SawyerW,RRNe,Norm,1Fam,2Story,6,5,2000,10000,Gable,CompShg,HdBoard,HdBoard,BrkFace,200,Gd,TA,PConc,Gd,TA,No,GLQ,10000,Unf,10000,100,100,GasA,Ex,Y,SBrkr,900,900,10000,10000,0,0,2,1,3,1,Gd,7,Typ,0,,Attchd,2000,RFn,2,10000,TA,TA,Y,10000,100,10000,10000,10000,10000,,0,6,2008,WD,Normal,187000
471,120,RL,,7000,Pave,IR1,Lvl,AllPub,Corner,Gtl,StoneBr,Norm,Norm,TwnhsE,1Story,8,5,1990,7000,Gable,CompShg,HdBoard,HdBoard,None,0,Gd,TA,PConc,Gd,TA,Av,GLQ,7000,BLQ,7000,,,GasA,TA,Y,SBrkr,1600,0,7000,7000,1,0,1,1,1,1,Gd,4,Typ,0,,Attchd,1990,RFn,2,7000,TA,TA,Y,7000,,7000,7000,7000,7000,,0,6,2010,WD,Normal,212000
472,60,RL,100,12000,Pave,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,PosA,Norm,1Fam,2Story,7,6,1980,12000,Mansard,WdShake,WdShing,Plywood,None,0,TA,TA,CBlock,Gd,TA,No,Unf,12000,Unf,12000,100,100,GasA,TA,Y,SBrkr,1200,900,12000,12000,0,0,2,1,3,1,TA,8,Typ,1,Gd,Attchd,1980,RFn,2,12000,TA,TA,Y,12000,100,12000,12000,12000,12000,,0,11,2007,WD,Normal,190000
474,20,RL,110,15000,Pave,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,8,5,2010,15000,Gable,CompShg,VinylSd,VinylSd,BrkFace,400,Gd,TA,PConc,Ex,TA,Gd,GLQ,15000,Unf,15000,200,200,GasA,Ex,Y,SBrkr,2000,0,15000,15000,1,0,2,0,2,1,Gd,7,Typ,1,Ex,Attchd,2010,RFn,3,15000,TA,TA,Y,15000,200,15000,15000,15000,15000,,0,7,2007,New,Partial,440000
475,120,RL,50,6000,Pave,Reg,Lvl,AllPub,Inside,Gtl,StoneBr,Norm,Norm,TwnhsE,1Story,8,5,2000,6000,Gable,CompShg,CemntBd,CmentBd,None,0,Gd,TA,PConc,Gd,TA,Av,GLQ,6000,Unf,6000,100,100,GasA,Ex,Y,SBrkr,1700,0,6000,6000,1,0,2,0,2,1,Ex,6,Typ,0,,Attchd,2000,RFn,2,6000,TA,TA,Y,6000,100,6000,6000,6000,6000,,0,8,2007,WD,Normal,251000
476,20,RL,80,9000,Pave,Reg,Lvl,AllPub,Corner,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,6,1970,9000,Hip,CompShg,HdBoard,HdBoard,None,0,TA,TA,CBlock,TA,TA,No,GLQ,9000,Unf,9000,100,100,GasA,TA,Y,SBrkr,1000,0,9000,9000,1,0,1,0,2,1,TA,5,Typ,0,,Detchd,2000,Unf,2,9000,TA,TA,Y,9000,100,9000,9000,9000,9000,,0,7,2007,WD,Normal,132500
477,20,RL,80,14000,Pave,Reg,Lvl,AllPub,Inside,Mod,CollgCr,Norm,Norm,1Fam,1Story,6,5,2000,14000,Gable,CompShg,VinylSd,VinylSd,BrkFace,300,TA,TA,PConc,Gd,TA,Gd,GLQ,14000,Unf,14000,100,100,GasA,Ex,Y,SBrkr,1500,0,14000,14000,1,0,2,0,3,1,Gd,7,Typ,1,TA,Attchd,2000,Fin,2,14000,TA,TA,Y,14000,100,14000,14000,14000,14000,,0,4,2008,WD,Normal,208900
478,60,RL,110,14000,Pave,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,9,5,2010,14000,Hip,CompShg,VinylSd,VinylSd,BrkFace,800,Ex,TA,PConc,Gd,TA,Av,Unf,14000,Unf,14000,200,200,GasA,Ex,Y,SBrkr,2100,600,14000,14000,0,0,2,1,3,1,Ex,9,Typ,1,Gd,BuiltIn,2010,Fin,3,14000,TA,TA,Y,14000,200,14000,14000,14000,14000,,0,3,2007,WD,Normal,380000
479,20,RL,80,11000,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,8,5,2010,11000,Hip,CompShg,VinylSd,VinylSd,Stone,400,Gd,TA,PConc,Ex,TA,Gd,GLQ,11000,Unf,11000,100,100,GasA,Ex,Y,SBrkr,1800,0,11000,11000,1,0,2,0,3,1,Gd,7,Typ,1,Gd,Attchd,2010,RFn,3,11000,TA,TA,Y,11000,100,11000,11000,11000,11000,,0,9,2009,WD,Normal,297000
480,30,RM,50,6000,Pave,Reg,Bnk,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,4,7,1940,6000,Hip,CompShg,Stucco,Stucco,BrkCmn,500,TA,TA,BrkTil,Fa,TA,No,Rec,6000,Unf,6000,100,100,GasA,TA,Y,SBrkr,1200,0,6000,6000,0,0,1,0,2,1,TA,7,Typ,0,,Detchd,2000,Unf,2,6000,TA,TA,Y,6000,100,6000,6000,6000,6000,MnPrv,0,3,2007,WD,Alloca,89471
502,60,FV,80,10000,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,7,5,2010,10000,Gable,CompShg,VinylSd,VinylSd,None,0,Gd,TA,PConc,Gd,TA,No,GLQ,10000,Unf,10000,100,100,GasA,Gd,Y,SBrkr,900,1000,10000,10000,0,0,2,1,3,1,Gd,7,Typ,0,,Attchd,2010,RFn,2,10000,TA,TA,Y,10000,100,10000,10000,10000,10000,,0,2,2008,WD,Normal,226700
503,20,RL,70,10000,Pave,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Feedr,Norm,1Fam,1Story,5,7,1970,10000,Hip,CompShg,MetalSd,MetalSd,None,0,TA,TA,CBlock,TA,TA,No,ALQ,10000,GLQ,10000,100,100,GasA,Ex,Y,SBrkr,1300,0,10000,10000,1,0,1,0,2,1,TA,6,Typ,0,,Detchd,1970,Unf,2,10000,Fa,Fa,Y,10000,100,10000,10000,10000,10000,GdPrv,400,4,2007,WD,Normal,140000
523,50,RM,50,5000,Pave,Reg,Lvl,AllPub,Corner,Gtl,BrkSide,Feedr,Norm,1Fam,1.5Fin,6,7,1950,5000,Gable,CompShg,CemntBd,CmentBd,None,0,TA,Gd,CBlock,TA,TA,No,ALQ,5000,Unf,5000,100,100,GasA,Ex,Y,SBrkr,1100,700,5000,5000,0,0,2,0,3,1,TA,7,Typ,2,Gd,Detchd,1950,Unf,2,5000,TA,TA,Y,5000,100,5000,5000,5000,5000,,0,10,2006,WD,Normal,159000
546,50,RL,,14000,Pave,IR1,Lvl,AllPub,Corner,Gtl,NWAmes,Norm,Norm,1Fam,1.5Fin,7,5,1990,14000,Gable,CompShg,HdBoard,HdBoard,BrkFace,200,Gd,Gd,PConc,Gd,Gd,No,GLQ,14000,LwQ,14000,,,GasA,Gd,Y,SBrkr,1400,900,14000,14000,0,0,2,1,4,1,Gd,9,Typ,0,,Attchd,1990,Unf,3,14000,TA,TA,Y,14000,,14000,14000,14000,14000,,0,2,2006,WD,Normal,229000
530,20,RL,,33000,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,Crawfor,Norm,Norm,1Fam,1Story,6,3,1960,33000,Hip,CompShg,Wd Sdng,Stone,,,Gd,TA,PConc,TA,TA,No,Rec,33000,Unf,33000,,,GasA,TA,Y,SBrkr,2600,0,33000,33000,1,0,3,0,4,2,TA,9,Maj1,2,TA,Attchd,1980,RFn,2,33000,TA,TA,Y,33000,,33000,33000,33000,33000,,0,3,2007,WD,Alloca,200624
499,20,RL,70,8000,Pave,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,7,1970,8000,Hip,CompShg,HdBoard,HdBoard,BrkFace,100,TA,TA,PConc,TA,TA,No,ALQ,8000,Unf,8000,100,100,GasA,Ex,Y,SBrkr,900,0,8000,8000,0,0,1,0,3,1,Gd,5,Typ,0,,Attchd,1970,Fin,1,8000,TA,TA,Y,8000,100,8000,8000,8000,8000,MnPrv,0,6,2009,WD,Normal,130000
405,60,RL,,11000,Pave,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,2000,11000,Gable,CompShg,MetalSd,MetalSd,None,0,TA,TA,PConc,Gd,TA,No,Unf,11000,Unf,11000,,,GasA,Gd,Y,SBrkr,900,800,11000,11000,0,0,2,1,3,1,TA,7,Typ,1,TA,BuiltIn,2000,Fin,2,11000,TA,TA,Y,11000,,11000,11000,11000,11000,,0,5,2007,WD,Normal,168000
593,20,RL,60,7000,Pave,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,1Story,5,8,1990,7000,Gable,CompShg,HdBoard,HdBoard,None,0,TA,Gd,PConc,TA,Gd,No,GLQ,7000,Unf,7000,100,100,GasA,Ex,Y,SBrkr,900,0,7000,7000,1,0,1,0,2,1,TA,4,Typ,0,,Detchd,1990,Fin,2,7000,TA,TA,Y,7000,100,7000,7000,7000,7000,,0,6,2008,WD,Normal,138000
613,60,RL,,12000,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,8,5,2010,12000,Gable,CompShg,VinylSd,VinylSd,BrkFace,200,Gd,TA,PConc,Gd,TA,Av,GLQ,12000,Unf,12000,,,GasA,Ex,Y,SBrkr,1300,600,12000,12000,1,0,2,1,3,1,Ex,7,Typ,1,TA,BuiltIn,2010,RFn,2,12000,TA,TA,Y,12000,,12000,12000,12000,12000,,0,11,2009,WD,Normal,261500
635,90,RL,70,7000,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,Duplex,SFoyer,6,5,1980,7000,Gable,CompShg,Plywood,Plywood,None,0,TA,TA,CBlock,TA,TA,No,GLQ,7000,Unf,7000,100,100,GasA,Gd,Y,SBrkr,1100,0,7000,7000,2,0,0,0,0,2,TA,4,Typ,0,,Detchd,1980,Unf,2,7000,TA,TA,Y,7000,100,7000,7000,7000,7000,GdPrv,600,6,2010,WD,Normal,144000
711,30,RL,60,5000,Pave,IR1,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1Story,3,6,1940,5000,Gable,CompShg,VinylSd,VinylSd,None,0,Gd,TA,CBlock,TA,TA,No,Unf,5000,Unf,5000,100,100,GasA,Gd,Y,SBrkr,800,0,5000,5000,0,0,1,0,2,1,TA,5,Maj2,0,,,,,0,5000,,,N,5000,100,5000,5000,5000,5000,,0,7,2008,WD,Normal,52000
67,20,RL,,20000,Pave,Reg,Lvl,AllPub,Inside,Gtl,mes,PosA,Norm,1Fam,1Story,7,5,1970,20000,Gable,CompShg,Plywood,Plywood,BrkFace,300,TA,TA,CBlock,Gd,TA,Gd,GLQ,20000,Unf,20000,,,GasA,TA,Y,SBrkr,2300,0,20000,20000,1,0,2,0,3,1,TA,7,Min1,1,Gd,Attchd,1970,RFn,2,20000,TA,TA,Y,20000,,20000,20000,20000,20000,,0,7,2010,WD,Normal,180000
753,20,RL,80,10000,Pave,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,6,5,2000,10000,Gable,CompShg,VinylSd,VinylSd,None,0,TA,Gd,PConc,Gd,TA,Gd,GLQ,10000,Unf,10000,100,100,GasA,Ex,Y,SBrkr,1500,0,10000,10000,1,0,2,0,3,1,Gd,6,Typ,0,,Attchd,2000,RFn,2,10000,TA,TA,Y,10000,100,10000,10000,10000,10000,,0,7,2006,WD,Normal,217000
771,85,RL,,8000,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,Sawyer,Norm,Norm,1Fam,SFoyer,5,5,1990,8000,Hip,CompShg,Wd Sdng,Wd Sdng,None,0,TA,TA,CBlock,Gd,TA,Av,GLQ,8000,Unf,8000,,,GasA,TA,Y,SBrkr,900,0,8000,8000,1,0,1,0,2,1,TA,5,Typ,0,,Detchd,1990,Unf,2,8000,TA,TA,Y,8000,,8000,8000,8000,8000,,0,4,2009,WD,Normal,134900
811,20,RL,80,11000,Pave,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,6,6,1980,11000,Hip,CompShg,HdBoard,HdBoard,BrkFace,100,TA,TA,CBlock,TA,TA,No,ALQ,11000,LwQ,11000,100,100,GasA,Fa,Y,SBrkr,1400,0,11000,11000,1,0,1,1,3,1,Gd,5,Typ,1,Fa,Attchd,1980,RFn,2,11000,TA,TA,Y,11000,100,11000,11000,11000,11000,GdPrv,0,1,2006,WD,Normal,181000
894,20,RL,,14000,Pave,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,PosN,Norm,1Fam,1Story,5,5,1960,14000,Gable,CompShg,Wd Sdng,Plywood,None,0,TA,TA,PConc,Gd,TA,Mn,BLQ,14000,Unf,14000,,,GasA,TA,Y,SBrkr,1400,0,14000,14000,1,0,1,0,3,1,TA,6,Typ,1,Gd,Attchd,1960,Unf,1,14000,TA,TA,Y,14000,,14000,14000,14000,14000,GdPrv,0,6,2008,WD,Normal,165000
914,90,RH,90,7000,Pave,Reg,HLS,AllPub,Inside,Gtl,Crawfor,Norm,Norm,Duplex,2Story,5,6,1950,7000,Gable,CompShg,MetalSd,MetalSd,None,0,TA,TA,CBlock,TA,TA,No,BLQ,7000,Unf,7000,100,100,GasA,TA,N,FuseA,1100,1100,7000,7000,0,0,2,0,4,2,TA,8,Typ,0,,2Types,1950,Unf,3,7000,TA,TA,Y,7000,100,7000,7000,7000,7000,,0,8,2007,WD,Normal,145000
932,20,RL,70,10000,Pave,Reg,Lvl,AllPub,Inside,Gtl,mes,Norm,Norm,1Fam,1Story,5,6,1970,10000,Gable,CompShg,VinylSd,VinylSd,None,0,TA,TA,CBlock,TA,TA,No,BLQ,10000,Rec,10000,100,100,GasA,Ex,Y,SBrkr,1000,0,10000,10000,0,1,1,0,2,1,TA,5,Typ,0,,Detchd,1970,Unf,1,10000,TA,TA,Y,10000,100,10000,10000,10000,10000,GdWo,0,7,2009,WD,Normal,117500
978,120,FV,40,5000,Pave,IR1,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,1Story,7,5,2010,5000,Gable,CompShg,VinylSd,VinylSd,,,Gd,TA,PConc,Gd,TA,No,GLQ,5000,Unf,5000,100,100,GasA,Ex,Y,SBrkr,1300,0,5000,5000,1,0,1,1,1,1,Gd,4,Typ,0,,Attchd,2010,Fin,2,5000,TA,TA,Y,5000,100,5000,5000,5000,5000,,0,11,2007,New,Partial,199900
1050,20,RL,60,12000,Pave,Reg,Low,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,4,7,1950,12000,Gable,CompShg,MetalSd,MetalSd,None,0,TA,TA,CBlock,,,,,12000,,12000,100,100,GasA,Ex,Y,SBrkr,1000,0,12000,12000,0,0,1,0,2,1,Gd,6,Typ,0,,Detchd,1950,Unf,1,12000,TA,TA,Y,12000,100,12000,12000,12000,12000,,0,4,2010,WD,Abnorml,84900
1105,160,RM,30,3000,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,TwnhsE,2Story,5,5,1970,3000,Gable,CompShg,HdBoard,HdBoard,BrkFace,400,TA,TA,CBlock,TA,TA,No,Unf,3000,Unf,3000,100,100,GasA,TA,Y,SBrkr,700,700,3000,3000,0,0,2,1,3,1,TA,6,Typ,0,,Detchd,1970,Unf,2,3000,TA,TA,Y,3000,100,3000,3000,3000,3000,,0,4,2007,WD,Normal,106000
1127,120,RL,60,4000,Pave,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,7,5,2010,4000,Hip,CompShg,VinylSd,VinylSd,BrkFace,200,Gd,TA,PConc,Gd,TA,No,Unf,4000,Unf,4000,100,100,GasA,Ex,Y,SBrkr,1600,0,4000,4000,0,0,2,0,2,1,Gd,7,Typ,1,TA,Attchd,2010,Fin,3,4000,TA,TA,Y,4000,100,4000,4000,4000,4000,,0,6,2009,WD,Normal,174000
